Date,County,Metrics,Values
2020-04-22,Alcona,Daily_Cases,1.0
2020-04-23,Alcona,Daily_Cases,0.0
2020-04-24,Alcona,Daily_Cases,0.0
2020-04-25,Alcona,Daily_Cases,0.0
2020-04-26,Alcona,Daily_Cases,0.0
2020-04-27,Alcona,Daily_Cases,0.0
2020-04-28,Alcona,Daily_Cases,0.0
2020-04-29,Alcona,Daily_Cases,0.0
2020-04-30,Alcona,Daily_Cases,0.0
2020-05-01,Alcona,Daily_Cases,0.0
2020-05-02,Alcona,Daily_Cases,1.0
2020-05-03,Alcona,Daily_Cases,-1.0
2020-05-04,Alcona,Daily_Cases,0.0
2020-05-05,Alcona,Daily_Cases,0.0
2020-05-06,Alcona,Daily_Cases,0.0
2020-05-07,Alcona,Daily_Cases,0.0
2020-05-08,Alcona,Daily_Cases,0.0
2020-05-09,Alcona,Daily_Cases,0.0
2020-05-10,Alcona,Daily_Cases,0.0
2020-05-11,Alcona,Daily_Cases,0.0
2020-05-12,Alcona,Daily_Cases,0.0
2020-05-13,Alcona,Daily_Cases,0.0
2020-05-14,Alcona,Daily_Cases,1.0
2020-05-15,Alcona,Daily_Cases,1.0
2020-05-16,Alcona,Daily_Cases,0.0
2020-05-17,Alcona,Daily_Cases,0.0
2020-05-18,Alcona,Daily_Cases,0.0
2020-05-19,Alcona,Daily_Cases,0.0
2020-05-20,Alcona,Daily_Cases,2.0
2020-05-21,Alcona,Daily_Cases,1.0
2020-05-22,Alcona,Daily_Cases,0.0
2020-05-23,Alcona,Daily_Cases,1.0
2020-05-24,Alcona,Daily_Cases,1.0
2020-05-25,Alcona,Daily_Cases,0.0
2020-05-26,Alcona,Daily_Cases,0.0
2020-05-27,Alcona,Daily_Cases,1.0
2020-05-28,Alcona,Daily_Cases,2.0
2020-05-29,Alcona,Daily_Cases,0.0
2020-05-30,Alcona,Daily_Cases,0.0
2020-05-31,Alcona,Daily_Cases,1.0
2020-06-01,Alcona,Daily_Cases,2.0
2020-06-02,Alcona,Daily_Cases,0.0
2020-06-03,Alcona,Daily_Cases,0.0
2020-06-04,Alcona,Daily_Cases,0.0
2020-06-05,Alcona,Daily_Cases,0.0
2020-06-06,Alcona,Daily_Cases,0.0
2020-06-07,Alcona,Daily_Cases,0.0
2020-06-08,Alcona,Daily_Cases,0.0
2020-06-09,Alcona,Daily_Cases,0.0
2020-06-10,Alcona,Daily_Cases,0.0
2020-06-11,Alcona,Daily_Cases,0.0
2020-06-12,Alcona,Daily_Cases,0.0
2020-06-13,Alcona,Daily_Cases,1.0
2020-06-14,Alcona,Daily_Cases,0.0
2020-06-15,Alcona,Daily_Cases,0.0
2020-06-16,Alcona,Daily_Cases,0.0
2020-06-17,Alcona,Daily_Cases,0.0
2020-06-18,Alcona,Daily_Cases,0.0
2020-06-19,Alcona,Daily_Cases,0.0
2020-06-20,Alcona,Daily_Cases,0.0
2020-06-21,Alcona,Daily_Cases,0.0
2020-06-22,Alcona,Daily_Cases,0.0
2020-06-23,Alcona,Daily_Cases,0.0
2020-06-24,Alcona,Daily_Cases,0.0
2020-06-25,Alcona,Daily_Cases,0.0
2020-06-26,Alcona,Daily_Cases,0.0
2020-06-27,Alcona,Daily_Cases,0.0
2020-06-28,Alcona,Daily_Cases,0.0
2020-06-29,Alcona,Daily_Cases,0.0
2020-06-30,Alcona,Daily_Cases,1.0
2020-07-01,Alcona,Daily_Cases,-1.0
2020-07-02,Alcona,Daily_Cases,1.0
2020-07-03,Alcona,Daily_Cases,0.0
2020-07-04,Alcona,Daily_Cases,0.0
2020-07-05,Alcona,Daily_Cases,0.0
2020-07-06,Alcona,Daily_Cases,0.0
2020-07-07,Alcona,Daily_Cases,0.0
2020-07-08,Alcona,Daily_Cases,0.0
2020-07-09,Alcona,Daily_Cases,1.0
2020-07-10,Alcona,Daily_Cases,0.0
2020-07-11,Alcona,Daily_Cases,0.0
2020-07-12,Alcona,Daily_Cases,0.0
2020-07-13,Alcona,Daily_Cases,0.0
2020-07-14,Alcona,Daily_Cases,0.0
2020-07-15,Alcona,Daily_Cases,1.0
2020-07-16,Alcona,Daily_Cases,-1.0
2020-07-17,Alcona,Daily_Cases,1.0
2020-07-18,Alcona,Daily_Cases,1.0
2020-07-19,Alcona,Daily_Cases,-1.0
2020-07-20,Alcona,Daily_Cases,1.0
2020-07-21,Alcona,Daily_Cases,1.0
2020-07-22,Alcona,Daily_Cases,0.0
2020-07-23,Alcona,Daily_Cases,0.0
2020-07-24,Alcona,Daily_Cases,0.0
2020-07-25,Alcona,Daily_Cases,0.0
2020-07-26,Alcona,Daily_Cases,1.0
2020-07-27,Alcona,Daily_Cases,-1.0
2020-07-28,Alcona,Daily_Cases,0.0
2020-07-29,Alcona,Daily_Cases,0.0
2020-07-30,Alcona,Daily_Cases,0.0
2020-07-31,Alcona,Daily_Cases,0.0
2020-08-01,Alcona,Daily_Cases,1.0
2020-08-02,Alcona,Daily_Cases,0.0
2020-08-03,Alcona,Daily_Cases,0.0
2020-08-04,Alcona,Daily_Cases,0.0
2020-08-05,Alcona,Daily_Cases,0.0
2020-08-06,Alcona,Daily_Cases,0.0
2020-08-07,Alcona,Daily_Cases,0.0
2020-08-08,Alcona,Daily_Cases,0.0
2020-08-09,Alcona,Daily_Cases,1.0
2020-08-10,Alcona,Daily_Cases,0.0
2020-08-11,Alcona,Daily_Cases,0.0
2020-08-12,Alcona,Daily_Cases,0.0
2020-08-13,Alcona,Daily_Cases,0.0
2020-08-14,Alcona,Daily_Cases,0.0
2020-08-15,Alcona,Daily_Cases,0.0
2020-08-16,Alcona,Daily_Cases,0.0
2020-08-17,Alcona,Daily_Cases,0.0
2020-08-18,Alcona,Daily_Cases,0.0
2020-08-19,Alcona,Daily_Cases,0.0
2020-08-20,Alcona,Daily_Cases,0.0
2020-08-21,Alcona,Daily_Cases,1.0
2020-08-22,Alcona,Daily_Cases,0.0
2020-08-23,Alcona,Daily_Cases,0.0
2020-08-24,Alcona,Daily_Cases,0.0
2020-08-25,Alcona,Daily_Cases,1.0
2020-08-26,Alcona,Daily_Cases,0.0
2020-08-27,Alcona,Daily_Cases,0.0
2020-08-28,Alcona,Daily_Cases,0.0
2020-08-29,Alcona,Daily_Cases,0.0
2020-08-30,Alcona,Daily_Cases,1.0
2020-08-31,Alcona,Daily_Cases,1.0
2020-09-01,Alcona,Daily_Cases,1.0
2020-09-02,Alcona,Daily_Cases,0.0
2020-09-03,Alcona,Daily_Cases,0.0
2020-09-04,Alcona,Daily_Cases,0.0
2020-09-05,Alcona,Daily_Cases,1.0
2020-09-07,Alcona,Daily_Cases,0.0
2020-09-08,Alcona,Daily_Cases,1.0
2020-09-09,Alcona,Daily_Cases,0.0
2020-09-10,Alcona,Daily_Cases,0.0
2020-09-11,Alcona,Daily_Cases,1.0
2020-09-12,Alcona,Daily_Cases,0.0
2020-09-14,Alcona,Daily_Cases,1.0
2020-09-15,Alcona,Daily_Cases,0.0
2020-09-16,Alcona,Daily_Cases,0.0
2020-09-17,Alcona,Daily_Cases,1.0
2020-09-18,Alcona,Daily_Cases,-1.0
2020-09-19,Alcona,Daily_Cases,0.0
2020-09-21,Alcona,Daily_Cases,0.0
2020-09-22,Alcona,Daily_Cases,0.0
2020-09-23,Alcona,Daily_Cases,0.0
2020-09-24,Alcona,Daily_Cases,0.0
2020-09-25,Alcona,Daily_Cases,1.0
2020-09-26,Alcona,Daily_Cases,0.0
2020-09-28,Alcona,Daily_Cases,0.0
2020-09-29,Alcona,Daily_Cases,1.0
2020-09-30,Alcona,Daily_Cases,1.0
2020-10-01,Alcona,Daily_Cases,0.0
2020-10-02,Alcona,Daily_Cases,2.0
2020-10-03,Alcona,Daily_Cases,-1.0
2020-10-05,Alcona,Daily_Cases,2.0
2020-10-06,Alcona,Daily_Cases,0.0
2020-10-07,Alcona,Daily_Cases,0.0
2020-10-08,Alcona,Daily_Cases,0.0
2020-10-09,Alcona,Daily_Cases,0.0
2020-10-10,Alcona,Daily_Cases,0.0
2020-10-12,Alcona,Daily_Cases,0.0
2020-10-13,Alcona,Daily_Cases,0.0
2020-10-14,Alcona,Daily_Cases,2.0
2020-10-15,Alcona,Daily_Cases,0.0
2020-10-16,Alcona,Daily_Cases,0.0
2020-10-17,Alcona,Daily_Cases,1.0
2020-10-19,Alcona,Daily_Cases,0.0
2020-10-20,Alcona,Daily_Cases,0.0
2020-10-21,Alcona,Daily_Cases,1.0
2020-10-22,Alcona,Daily_Cases,0.0
2020-10-23,Alcona,Daily_Cases,0.0
2020-10-24,Alcona,Daily_Cases,0.0
2020-10-26,Alcona,Daily_Cases,0.0
2020-10-27,Alcona,Daily_Cases,2.0
2020-10-28,Alcona,Daily_Cases,0.0
2020-10-29,Alcona,Daily_Cases,0.0
2020-10-30,Alcona,Daily_Cases,1.0
2020-10-31,Alcona,Daily_Cases,0.0
2020-11-02,Alcona,Daily_Cases,2.0
2020-11-03,Alcona,Daily_Cases,2.0
2020-11-04,Alcona,Daily_Cases,-1.0
2020-11-05,Alcona,Daily_Cases,0.0
2020-11-06,Alcona,Daily_Cases,1.0
2020-11-09,Alcona,Daily_Cases,8.0
2020-11-10,Alcona,Daily_Cases,1.0
2020-11-11,Alcona,Daily_Cases,3.0
2020-11-12,Alcona,Daily_Cases,2.0
2020-11-13,Alcona,Daily_Cases,9.0
2020-11-14,Alcona,Daily_Cases,8.0
2020-11-16,Alcona,Daily_Cases,11.0
2020-11-17,Alcona,Daily_Cases,5.0
2020-11-18,Alcona,Daily_Cases,11.0
2020-11-19,Alcona,Daily_Cases,1.0
2020-11-20,Alcona,Daily_Cases,3.0
2020-11-21,Alcona,Daily_Cases,2.0
2020-11-23,Alcona,Daily_Cases,13.0
2020-11-24,Alcona,Daily_Cases,6.0
2020-11-25,Alcona,Daily_Cases,8.0
2020-11-27,Alcona,Daily_Cases,13.0
2020-11-28,Alcona,Daily_Cases,8.0
2020-11-30,Alcona,Daily_Cases,15.0
2020-12-01,Alcona,Daily_Cases,5.0
2020-12-02,Alcona,Daily_Cases,4.0
2020-12-03,Alcona,Daily_Cases,4.0
2020-12-04,Alcona,Daily_Cases,9.0
2020-12-05,Alcona,Daily_Cases,6.0
2020-12-07,Alcona,Daily_Cases,15.0
2020-12-08,Alcona,Daily_Cases,14.0
2020-12-09,Alcona,Daily_Cases,3.0
2020-12-10,Alcona,Daily_Cases,3.0
2020-12-11,Alcona,Daily_Cases,1.0
2020-12-12,Alcona,Daily_Cases,1.0
2020-12-14,Alcona,Daily_Cases,7.0
2020-12-15,Alcona,Daily_Cases,2.0
2020-12-16,Alcona,Daily_Cases,0.0
2020-12-17,Alcona,Daily_Cases,3.0
2020-03-10,Alger,Daily_Cases,0.0
2020-03-11,Alger,Daily_Cases,0.0
2020-03-12,Alger,Daily_Cases,0.0
2020-03-13,Alger,Daily_Cases,0.0
2020-03-14,Alger,Daily_Cases,0.0
2020-03-15,Alger,Daily_Cases,0.0
2020-03-16,Alger,Daily_Cases,0.0
2020-03-17,Alger,Daily_Cases,0.0
2020-03-18,Alger,Daily_Cases,0.0
2020-03-19,Alger,Daily_Cases,0.0
2020-03-20,Alger,Daily_Cases,0.0
2020-03-21,Alger,Daily_Cases,0.0
2020-03-22,Alger,Daily_Cases,0.0
2020-03-23,Alger,Daily_Cases,0.0
2020-03-24,Alger,Daily_Cases,0.0
2020-03-25,Alger,Daily_Cases,0.0
2020-03-26,Alger,Daily_Cases,0.0
2020-03-27,Alger,Daily_Cases,0.0
2020-03-28,Alger,Daily_Cases,0.0
2020-03-29,Alger,Daily_Cases,0.0
2020-03-30,Alger,Daily_Cases,0.0
2020-03-31,Alger,Daily_Cases,0.0
2020-04-01,Alger,Daily_Cases,0.0
2020-04-02,Alger,Daily_Cases,0.0
2020-04-03,Alger,Daily_Cases,0.0
2020-04-04,Alger,Daily_Cases,0.0
2020-04-05,Alger,Daily_Cases,0.0
2020-04-06,Alger,Daily_Cases,0.0
2020-04-07,Alger,Daily_Cases,0.0
2020-04-08,Alger,Daily_Cases,0.0
2020-04-09,Alger,Daily_Cases,0.0
2020-04-10,Alger,Daily_Cases,0.0
2020-04-11,Alger,Daily_Cases,0.0
2020-04-12,Alger,Daily_Cases,0.0
2020-04-13,Alger,Daily_Cases,0.0
2020-04-14,Alger,Daily_Cases,0.0
2020-04-15,Alger,Daily_Cases,0.0
2020-04-16,Alger,Daily_Cases,0.0
2020-04-17,Alger,Daily_Cases,0.0
2020-04-18,Alger,Daily_Cases,0.0
2020-04-19,Alger,Daily_Cases,0.0
2020-04-20,Alger,Daily_Cases,0.0
2020-04-21,Alger,Daily_Cases,0.0
2020-04-22,Alger,Daily_Cases,0.0
2020-04-23,Alger,Daily_Cases,0.0
2020-04-24,Alger,Daily_Cases,0.0
2020-04-25,Alger,Daily_Cases,0.0
2020-04-26,Alger,Daily_Cases,0.0
2020-04-27,Alger,Daily_Cases,0.0
2020-04-28,Alger,Daily_Cases,0.0
2020-04-29,Alger,Daily_Cases,0.0
2020-04-30,Alger,Daily_Cases,0.0
2020-05-01,Alger,Daily_Cases,0.0
2020-05-02,Alger,Daily_Cases,0.0
2020-05-03,Alger,Daily_Cases,0.0
2020-05-04,Alger,Daily_Cases,0.0
2020-05-05,Alger,Daily_Cases,0.0
2020-05-06,Alger,Daily_Cases,0.0
2020-05-07,Alger,Daily_Cases,0.0
2020-05-08,Alger,Daily_Cases,0.0
2020-05-09,Alger,Daily_Cases,0.0
2020-05-10,Alger,Daily_Cases,0.0
2020-05-11,Alger,Daily_Cases,0.0
2020-05-12,Alger,Daily_Cases,0.0
2020-05-13,Alger,Daily_Cases,0.0
2020-05-14,Alger,Daily_Cases,0.0
2020-05-15,Alger,Daily_Cases,0.0
2020-05-16,Alger,Daily_Cases,0.0
2020-05-17,Alger,Daily_Cases,0.0
2020-05-18,Alger,Daily_Cases,0.0
2020-05-19,Alger,Daily_Cases,0.0
2020-05-20,Alger,Daily_Cases,0.0
2020-05-21,Alger,Daily_Cases,0.0
2020-05-22,Alger,Daily_Cases,0.0
2020-05-23,Alger,Daily_Cases,0.0
2020-05-24,Alger,Daily_Cases,0.0
2020-05-25,Alger,Daily_Cases,0.0
2020-05-26,Alger,Daily_Cases,0.0
2020-05-27,Alger,Daily_Cases,0.0
2020-05-28,Alger,Daily_Cases,0.0
2020-05-29,Alger,Daily_Cases,0.0
2020-05-30,Alger,Daily_Cases,0.0
2020-05-31,Alger,Daily_Cases,0.0
2020-06-01,Alger,Daily_Cases,0.0
2020-06-02,Alger,Daily_Cases,0.0
2020-06-03,Alger,Daily_Cases,0.0
2020-06-04,Alger,Daily_Cases,0.0
2020-06-05,Alger,Daily_Cases,0.0
2020-06-06,Alger,Daily_Cases,0.0
2020-06-07,Alger,Daily_Cases,0.0
2020-06-08,Alger,Daily_Cases,0.0
2020-06-09,Alger,Daily_Cases,0.0
2020-06-10,Alger,Daily_Cases,1.0
2020-06-11,Alger,Daily_Cases,0.0
2020-06-12,Alger,Daily_Cases,0.0
2020-06-13,Alger,Daily_Cases,0.0
2020-06-14,Alger,Daily_Cases,0.0
2020-06-15,Alger,Daily_Cases,0.0
2020-06-16,Alger,Daily_Cases,0.0
2020-06-17,Alger,Daily_Cases,1.0
2020-06-18,Alger,Daily_Cases,0.0
2020-06-19,Alger,Daily_Cases,0.0
2020-06-20,Alger,Daily_Cases,0.0
2020-06-21,Alger,Daily_Cases,0.0
2020-06-22,Alger,Daily_Cases,0.0
2020-06-23,Alger,Daily_Cases,0.0
2020-06-24,Alger,Daily_Cases,0.0
2020-06-25,Alger,Daily_Cases,0.0
2020-06-26,Alger,Daily_Cases,0.0
2020-06-27,Alger,Daily_Cases,0.0
2020-06-28,Alger,Daily_Cases,0.0
2020-06-29,Alger,Daily_Cases,0.0
2020-06-30,Alger,Daily_Cases,0.0
2020-07-01,Alger,Daily_Cases,1.0
2020-07-02,Alger,Daily_Cases,0.0
2020-07-03,Alger,Daily_Cases,0.0
2020-07-04,Alger,Daily_Cases,0.0
2020-07-05,Alger,Daily_Cases,0.0
2020-07-06,Alger,Daily_Cases,0.0
2020-07-07,Alger,Daily_Cases,0.0
2020-07-08,Alger,Daily_Cases,0.0
2020-07-09,Alger,Daily_Cases,0.0
2020-07-10,Alger,Daily_Cases,0.0
2020-07-11,Alger,Daily_Cases,0.0
2020-07-12,Alger,Daily_Cases,0.0
2020-07-13,Alger,Daily_Cases,0.0
2020-07-14,Alger,Daily_Cases,0.0
2020-07-15,Alger,Daily_Cases,1.0
2020-07-16,Alger,Daily_Cases,-1.0
2020-07-17,Alger,Daily_Cases,0.0
2020-07-18,Alger,Daily_Cases,0.0
2020-07-19,Alger,Daily_Cases,0.0
2020-07-20,Alger,Daily_Cases,0.0
2020-07-21,Alger,Daily_Cases,0.0
2020-07-22,Alger,Daily_Cases,0.0
2020-07-23,Alger,Daily_Cases,0.0
2020-07-24,Alger,Daily_Cases,0.0
2020-07-25,Alger,Daily_Cases,0.0
2020-07-26,Alger,Daily_Cases,0.0
2020-07-27,Alger,Daily_Cases,0.0
2020-07-28,Alger,Daily_Cases,0.0
2020-07-29,Alger,Daily_Cases,0.0
2020-07-30,Alger,Daily_Cases,1.0
2020-07-31,Alger,Daily_Cases,2.0
2020-08-01,Alger,Daily_Cases,0.0
2020-08-02,Alger,Daily_Cases,0.0
2020-08-03,Alger,Daily_Cases,1.0
2020-08-04,Alger,Daily_Cases,0.0
2020-08-05,Alger,Daily_Cases,0.0
2020-08-06,Alger,Daily_Cases,0.0
2020-08-07,Alger,Daily_Cases,1.0
2020-08-08,Alger,Daily_Cases,2.0
2020-08-09,Alger,Daily_Cases,0.0
2020-08-10,Alger,Daily_Cases,0.0
2020-08-11,Alger,Daily_Cases,0.0
2020-08-12,Alger,Daily_Cases,4.0
2020-08-13,Alger,Daily_Cases,0.0
2020-08-14,Alger,Daily_Cases,1.0
2020-08-15,Alger,Daily_Cases,0.0
2020-08-16,Alger,Daily_Cases,0.0
2020-08-17,Alger,Daily_Cases,0.0
2020-08-18,Alger,Daily_Cases,0.0
2020-08-19,Alger,Daily_Cases,0.0
2020-08-20,Alger,Daily_Cases,1.0
2020-08-21,Alger,Daily_Cases,0.0
2020-08-22,Alger,Daily_Cases,0.0
2020-08-23,Alger,Daily_Cases,0.0
2020-08-24,Alger,Daily_Cases,0.0
2020-08-25,Alger,Daily_Cases,0.0
2020-08-26,Alger,Daily_Cases,0.0
2020-08-27,Alger,Daily_Cases,0.0
2020-08-28,Alger,Daily_Cases,0.0
2020-08-29,Alger,Daily_Cases,0.0
2020-08-30,Alger,Daily_Cases,0.0
2020-08-31,Alger,Daily_Cases,0.0
2020-10-19,Alger,Daily_Cases,60.0
2020-10-20,Alger,Daily_Cases,-1.0
2020-10-21,Alger,Daily_Cases,2.0
2020-10-22,Alger,Daily_Cases,1.0
2020-10-23,Alger,Daily_Cases,0.0
2020-10-24,Alger,Daily_Cases,2.0
2020-10-26,Alger,Daily_Cases,1.0
2020-10-27,Alger,Daily_Cases,3.0
2020-10-28,Alger,Daily_Cases,5.0
2020-10-29,Alger,Daily_Cases,-1.0
2020-10-30,Alger,Daily_Cases,3.0
2020-10-31,Alger,Daily_Cases,0.0
2020-11-02,Alger,Daily_Cases,8.0
2020-11-03,Alger,Daily_Cases,3.0
2020-11-04,Alger,Daily_Cases,0.0
2020-11-05,Alger,Daily_Cases,-2.0
2020-11-06,Alger,Daily_Cases,1.0
2020-11-09,Alger,Daily_Cases,11.0
2020-11-10,Alger,Daily_Cases,2.0
2020-11-11,Alger,Daily_Cases,1.0
2020-11-12,Alger,Daily_Cases,5.0
2020-11-13,Alger,Daily_Cases,1.0
2020-11-14,Alger,Daily_Cases,2.0
2020-11-16,Alger,Daily_Cases,3.0
2020-11-17,Alger,Daily_Cases,3.0
2020-11-18,Alger,Daily_Cases,8.0
2020-11-19,Alger,Daily_Cases,1.0
2020-11-20,Alger,Daily_Cases,1.0
2020-11-21,Alger,Daily_Cases,2.0
2020-11-23,Alger,Daily_Cases,5.0
2020-11-24,Alger,Daily_Cases,0.0
2020-11-25,Alger,Daily_Cases,0.0
2020-11-27,Alger,Daily_Cases,2.0
2020-11-28,Alger,Daily_Cases,10.0
2020-11-30,Alger,Daily_Cases,-7.0
2020-12-01,Alger,Daily_Cases,9.0
2020-12-02,Alger,Daily_Cases,-1.0
2020-12-03,Alger,Daily_Cases,1.0
2020-12-04,Alger,Daily_Cases,5.0
2020-12-05,Alger,Daily_Cases,2.0
2020-12-07,Alger,Daily_Cases,2.0
2020-12-08,Alger,Daily_Cases,1.0
2020-12-09,Alger,Daily_Cases,1.0
2020-12-10,Alger,Daily_Cases,0.0
2020-12-11,Alger,Daily_Cases,4.0
2020-12-12,Alger,Daily_Cases,2.0
2020-12-14,Alger,Daily_Cases,0.0
2020-12-15,Alger,Daily_Cases,0.0
2020-12-16,Alger,Daily_Cases,0.0
2020-12-17,Alger,Daily_Cases,1.0
2020-03-10,Allegan,Daily_Cases,0.0
2020-03-11,Allegan,Daily_Cases,0.0
2020-03-12,Allegan,Daily_Cases,0.0
2020-03-13,Allegan,Daily_Cases,0.0
2020-03-14,Allegan,Daily_Cases,0.0
2020-03-15,Allegan,Daily_Cases,0.0
2020-03-16,Allegan,Daily_Cases,0.0
2020-03-17,Allegan,Daily_Cases,0.0
2020-03-18,Allegan,Daily_Cases,0.0
2020-03-19,Allegan,Daily_Cases,0.0
2020-03-20,Allegan,Daily_Cases,0.0
2020-03-21,Allegan,Daily_Cases,0.0
2020-03-22,Allegan,Daily_Cases,1.0
2020-03-23,Allegan,Daily_Cases,0.0
2020-03-24,Allegan,Daily_Cases,0.0
2020-03-25,Allegan,Daily_Cases,0.0
2020-03-26,Allegan,Daily_Cases,0.0
2020-03-27,Allegan,Daily_Cases,0.0
2020-03-28,Allegan,Daily_Cases,1.0
2020-03-29,Allegan,Daily_Cases,0.0
2020-03-30,Allegan,Daily_Cases,0.0
2020-03-31,Allegan,Daily_Cases,1.0
2020-04-01,Allegan,Daily_Cases,2.0
2020-04-02,Allegan,Daily_Cases,0.0
2020-04-03,Allegan,Daily_Cases,1.0
2020-04-04,Allegan,Daily_Cases,4.0
2020-04-05,Allegan,Daily_Cases,4.0
2020-04-06,Allegan,Daily_Cases,1.0
2020-04-07,Allegan,Daily_Cases,3.0
2020-04-08,Allegan,Daily_Cases,0.0
2020-04-09,Allegan,Daily_Cases,0.0
2020-04-10,Allegan,Daily_Cases,1.0
2020-04-11,Allegan,Daily_Cases,0.0
2020-04-12,Allegan,Daily_Cases,2.0
2020-04-13,Allegan,Daily_Cases,2.0
2020-04-14,Allegan,Daily_Cases,0.0
2020-04-15,Allegan,Daily_Cases,2.0
2020-04-16,Allegan,Daily_Cases,0.0
2020-04-17,Allegan,Daily_Cases,4.0
2020-04-18,Allegan,Daily_Cases,4.0
2020-04-19,Allegan,Daily_Cases,8.0
2020-04-20,Allegan,Daily_Cases,1.0
2020-04-21,Allegan,Daily_Cases,5.0
2020-04-22,Allegan,Daily_Cases,3.0
2020-04-23,Allegan,Daily_Cases,6.0
2020-04-24,Allegan,Daily_Cases,4.0
2020-04-25,Allegan,Daily_Cases,5.0
2020-04-26,Allegan,Daily_Cases,4.0
2020-04-27,Allegan,Daily_Cases,3.0
2020-04-28,Allegan,Daily_Cases,12.0
2020-04-29,Allegan,Daily_Cases,10.0
2020-04-30,Allegan,Daily_Cases,4.0
2020-05-01,Allegan,Daily_Cases,6.0
2020-05-02,Allegan,Daily_Cases,4.0
2020-05-03,Allegan,Daily_Cases,5.0
2020-05-04,Allegan,Daily_Cases,3.0
2020-05-05,Allegan,Daily_Cases,4.0
2020-05-06,Allegan,Daily_Cases,4.0
2020-05-07,Allegan,Daily_Cases,2.0
2020-05-08,Allegan,Daily_Cases,4.0
2020-05-09,Allegan,Daily_Cases,6.0
2020-05-10,Allegan,Daily_Cases,14.0
2020-05-11,Allegan,Daily_Cases,7.0
2020-05-12,Allegan,Daily_Cases,4.0
2020-05-13,Allegan,Daily_Cases,4.0
2020-05-14,Allegan,Daily_Cases,3.0
2020-05-15,Allegan,Daily_Cases,5.0
2020-05-16,Allegan,Daily_Cases,1.0
2020-05-17,Allegan,Daily_Cases,5.0
2020-05-18,Allegan,Daily_Cases,7.0
2020-05-19,Allegan,Daily_Cases,-2.0
2020-05-20,Allegan,Daily_Cases,7.0
2020-05-21,Allegan,Daily_Cases,4.0
2020-05-22,Allegan,Daily_Cases,2.0
2020-05-23,Allegan,Daily_Cases,5.0
2020-05-24,Allegan,Daily_Cases,8.0
2020-05-25,Allegan,Daily_Cases,0.0
2020-05-26,Allegan,Daily_Cases,2.0
2020-05-27,Allegan,Daily_Cases,-1.0
2020-05-28,Allegan,Daily_Cases,3.0
2020-05-29,Allegan,Daily_Cases,2.0
2020-05-30,Allegan,Daily_Cases,1.0
2020-05-31,Allegan,Daily_Cases,1.0
2020-06-01,Allegan,Daily_Cases,2.0
2020-06-02,Allegan,Daily_Cases,1.0
2020-06-03,Allegan,Daily_Cases,0.0
2020-06-04,Allegan,Daily_Cases,2.0
2020-06-05,Allegan,Daily_Cases,3.0
2020-06-06,Allegan,Daily_Cases,0.0
2020-06-07,Allegan,Daily_Cases,2.0
2020-06-08,Allegan,Daily_Cases,2.0
2020-06-09,Allegan,Daily_Cases,2.0
2020-06-10,Allegan,Daily_Cases,2.0
2020-06-11,Allegan,Daily_Cases,3.0
2020-06-12,Allegan,Daily_Cases,3.0
2020-06-13,Allegan,Daily_Cases,1.0
2020-06-14,Allegan,Daily_Cases,2.0
2020-06-15,Allegan,Daily_Cases,0.0
2020-06-16,Allegan,Daily_Cases,3.0
